id,key,value,type
111179255,highway,turning_circle,regular
111179275,highway,turning_circle,regular
111179302,highway,turning_circle,regular
111179957,highway,traffic_signals,regular
111181978,highway,turning_circle,regular
111182725,highway,turning_circle,regular
111183235,highway,turning_circle,regular
111183585,highway,turning_circle,regular
111183750,highway,turning_circle,regular
111183829,highway,turning_circle,regular
111183987,highway,turning_circle,regular
111184661,highway,turning_circle,regular
111185365,highway,turning_circle,regular
111186984,highway,turning_circle,regular
111189313,highway,turning_circle,regular
111190861,highway,traffic_signals,regular
111191688,highway,traffic_signals,regular
111193146,highway,turning_circle,regular
111193155,highway,turning_circle,regular
111193277,highway,turning_circle,regular
111194087,highway,turning_circle,regular
111194103,highway,turning_circle,regular
111194117,source,Bing,regular
111194117,highway,turning_circle,regular
111194170,highway,turning_circle,regular
111195142,highway,turning_loop,regular
111195163,highway,turning_circle,regular
111195276,highway,turning_circle,regular
111195517,highway,turning_circle,regular
111197202,highway,turning_circle,regular
111197797,highway,turning_circle,regular
111199552,highway,turning_circle,regular
111199755,highway,turning_circle,regular
111200270,highway,turning_circle,regular
111200590,highway,turning_circle,regular
111200786,highway,turning_circle,regular
111201657,highway,turning_circle,regular
111202206,highway,turning_circle,regular
111203125,highway,turning_circle,regular
111203349,highway,turning_circle,regular
111203799,highway,turning_circle,regular
111204507,highway,turning_circle,regular
111204684,ref,219,regular
111204684,highway,motorway_junction,regular
111205267,highway,turning_circle,regular
111205313,highway,turning_circle,regular
111206149,highway,turning_circle,regular
111206391,highway,turning_circle,regular
111206928,highway,turning_circle,regular
111207587,highway,turning_circle,regular
111207736,highway,turning_circle,regular
111208121,highway,turning_circle,regular
111209030,highway,turning_circle,regular
111209742,highway,turning_circle,regular
111210725,highway,turning_circle,regular
111210815,highway,turning_circle,regular
111210978,highway,turning_circle,regular
111211274,highway,turning_circle,regular
111212427,source,Bing,regular
111212427,highway,turning_circle,regular
111212569,highway,turning_circle,regular
111213466,highway,turning_circle,regular
111214357,highway,turning_circle,regular
111214912,highway,turning_circle,regular
111215249,highway,turning_circle,regular
111216156,highway,turning_circle,regular
111216194,highway,turning_circle,regular
111216307,highway,turning_circle,regular
111216712,highway,turning_circle,regular
111216924,highway,turning_circle,regular
111217426,highway,turning_circle,regular
111217661,highway,turning_circle,regular
111218624,highway,traffic_signals,regular
111219225,highway,turning_circle,regular
111219409,railway,level_crossing,regular
111219642,highway,turning_circle,regular
111219783,highway,turning_circle,regular
111220650,highway,turning_circle,regular
111220783,highway,turning_circle,regular
111220928,highway,turning_circle,regular
111221359,highway,turning_circle,regular
111221966,highway,turning_circle,regular
111222016,highway,turning_circle,regular
111222431,highway,turning_circle,regular
111222603,source,Bing,regular
111222603,highway,turning_circle,regular
111223347,highway,turning_circle,regular
111223714,highway,turning_circle,regular
111223768,highway,turning_circle,regular
111223941,highway,turning_circle,regular
111224983,highway,turning_circle,regular
111225435,highway,turning_circle,regular
111225511,highway,turning_circle,regular
111225564,highway,traffic_signals,regular
111225700,highway,turning_circle,regular
111225822,railway,level_crossing,regular
111226151,highway,turning_circle,regular
111226182,highway,turning_circle,regular
111226238,highway,turning_circle,regular
111226502,highway,turning_circle,regular
111227042,highway,turning_circle,regular
111227117,highway,turning_circle,regular
111227879,highway,turning_circle,regular
111229025,highway,turning_circle,regular
111229154,ele,151,regular
111229154,name,Lake Saint Louis,regular
111229154,landuse,reservoir,regular
111229154,created,10/24/1980,gnis
111229154,state_id,29,gnis
111229154,county_id,183,gnis
111229154,feature_id,756662,gnis
111229174,highway,turning_circle,regular
111229599,highway,turning_circle,regular
111230175,highway,turning_circle,regular
111230230,highway,turning_circle,regular
111230468,highway,turning_circle,regular
111230489,highway,turning_circle,regular
111230995,highway,turning_circle,regular
111231845,highway,mini_roundabout,regular
111233083,highway,turning_circle,regular
111233177,highway,turning_circle,regular
111233632,highway,turning_circle,regular
111234267,highway,turning_circle,regular
111234514,ele,151,regular
111234514,name,Lake Saint Louis,regular
111234514,landuse,reservoir,regular
111234514,created,10/24/1980,gnis
111234514,state_id,29,gnis
111234514,county_id,183,gnis
111234514,feature_id,756662,gnis
111234600,highway,traffic_signals,regular
111234617,highway,traffic_signals,regular
111234656,highway,traffic_signals,regular
111234819,highway,turning_circle,regular
111235154,highway,turning_circle,regular
111235270,highway,turning_circle,regular
111235493,highway,turning_circle,regular
111235549,highway,traffic_signals,regular
111235865,highway,turning_circle,regular
111237075,highway,turning_circle,regular
111237830,source,Bing,regular
111237830,highway,turning_circle,regular
111238632,highway,turning_circle,regular
111238766,highway,turning_circle,regular
111242096,highway,traffic_signals,regular
111242115,highway,traffic_signals,regular
111244264,highway,turning_circle,regular
111245601,highway,turning_circle,regular
111246796,highway,turning_circle,regular
111247022,highway,turning_circle,regular
111247091,highway,turning_circle,regular
111247219,highway,turning_circle,regular
111247251,highway,turning_circle,regular
111247431,highway,turning_circle,regular
111247711,highway,turning_circle,regular
111247744,highway,turning_circle,regular
111249583,highway,turning_circle,regular
111249795,railway,level_crossing,regular
111250416,highway,turning_circle,regular
111252108,highway,turning_circle,regular
111252429,highway,turning_circle,regular
111252847,highway,turning_circle,regular
111253844,highway,turning_circle,regular
111255486,highway,turning_circle,regular
111256536,highway,turning_circle,regular
111257802,highway,turning_circle,regular
111258030,highway,turning_circle,regular
111258359,highway,turning_circle,regular
111263641,highway,turning_circle,regular
111263883,highway,turning_circle,regular
111264106,highway,turning_circle,regular
111264315,highway,turning_circle,regular
111264771,highway,turning_circle,regular
111265235,highway,turning_circle,regular
111265348,highway,turning_circle,regular
111265410,highway,turning_circle,regular
111265858,source,Bing,regular
111265858,highway,turning_circle,regular
111267389,highway,turning_circle,regular
111268734,highway,turning_circle,regular
111269814,highway,turning_circle,regular
111269851,highway,turning_circle,regular
111269876,highway,turning_circle,regular
111271330,highway,stop,regular
111271999,highway,turning_circle,regular
111272306,railway,level_crossing,regular
111273032,highway,turning_circle,regular
111274098,highway,turning_circle,regular
111274304,highway,turning_circle,regular
111275486,highway,turning_circle,regular
111275693,highway,turning_circle,regular
111275868,highway,turning_circle,regular
111276818,highway,turning_circle,regular
111276844,highway,turning_circle,regular
111277180,highway,turning_circle,regular
111278279,highway,turning_circle,regular
111278355,highway,turning_circle,regular
111279002,highway,turning_circle,regular
111279670,highway,turning_circle,regular
111281569,highway,turning_loop,regular
111282107,highway,turning_circle,regular
111282252,highway,turning_circle,regular
111282335,highway,turning_circle,regular
111282552,highway,turning_circle,regular
111283581,highway,turning_circle,regular
111283986,highway,turning_circle,regular
111285290,highway,traffic_signals,regular
111285352,highway,turning_circle,regular
111286603,highway,turning_circle,regular
111286732,highway,turning_circle,regular
111287593,highway,turning_circle,regular
111287710,highway,turning_circle,regular
111288214,highway,turning_circle,regular
111291123,highway,turning_circle,regular
111292016,highway,turning_circle,regular
111292060,highway,turning_circle,regular
111292107,highway,turning_circle,regular
111292300,highway,turning_circle,regular
111292872,highway,turning_circle,regular
111292983,highway,turning_circle,regular
111294550,highway,turning_circle,regular
111295415,railway,level_crossing,regular
111295836,highway,turning_circle,regular
111297001,highway,turning_circle,regular
111297060,highway,turning_circle,regular
111297439,highway,turning_circle,regular
111297734,highway,turning_circle,regular
111299339,highway,turning_circle,regular
111299509,highway,traffic_signals,regular
111299621,highway,turning_circle,regular
111299646,highway,turning_circle,regular
111299712,highway,turning_circle,regular
111301604,highway,turning_circle,regular
111302878,highway,turning_circle,regular
111302980,highway,turning_circle,regular
111303419,highway,turning_circle,regular
111303602,ref,1A,regular
111303602,highway,motorway_junction,regular
111304040,source,Bing,regular
111304040,highway,turning_circle,regular
111304097,highway,turning_circle,regular
111304878,highway,turning_circle,regular
111304982,highway,turning_circle,regular
111305079,railway,level_crossing,regular
111305232,railway,level_crossing,regular
111305727,highway,turning_circle,regular
111306417,highway,turning_circle,regular
111306663,railway,level_crossing,regular
111307495,highway,turning_circle,regular
111307530,highway,turning_circle,regular
111307811,highway,turning_circle,regular
111308310,highway,turning_circle,regular
111309199,highway,turning_circle,regular
111309654,highway,turning_circle,regular
111309814,highway,turning_circle,regular
111310143,highway,turning_circle,regular
111310527,highway,turning_circle,regular
111310975,highway,turning_circle,regular
111311236,highway,turning_circle,regular
111311982,highway,turning_circle,regular
111312222,highway,turning_circle,regular
111312705,highway,turning_circle,regular
111312777,highway,turning_circle,regular
111312899,highway,turning_circle,regular
111312983,highway,turning_circle,regular
111313089,highway,turning_circle,regular
111313726,highway,turning_circle,regular
111313750,highway,turning_circle,regular
111314073,highway,turning_circle,regular
111314130,highway,turning_circle,regular
111315083,highway,turning_circle,regular
111315116,highway,turning_circle,regular
111315855,highway,turning_circle,regular
111316986,highway,turning_circle,regular
111317010,highway,turning_circle,regular
111318202,highway,turning_circle,regular
111318335,highway,turning_circle,regular
111320590,highway,turning_circle,regular
111320836,highway,turning_circle,regular
111320996,highway,turning_circle,regular
111321752,highway,turning_circle,regular
111321822,highway,turning_circle,regular
111322259,highway,turning_circle,regular
111322331,highway,turning_circle,regular
111322666,highway,turning_circle,regular
111323012,highway,turning_circle,regular
111323069,highway,turning_circle,regular
111323636,highway,turning_circle,regular
111323776,highway,turning_circle,regular
111324021,highway,turning_circle,regular
111324058,highway,turning_circle,regular
111324187,highway,turning_circle,regular
111324220,highway,turning_circle,regular
111324655,highway,turning_circle,regular
111324936,highway,turning_circle,regular
111324967,highway,turning_circle,regular
111325983,highway,turning_circle,regular
111326116,highway,turning_circle,regular
111327007,highway,turning_circle,regular
111327202,highway,turning_circle,regular
111327492,highway,turning_circle,regular
111328142,highway,turning_circle,regular
111328604,highway,turning_circle,regular
111329142,highway,turning_circle,regular
111331946,highway,turning_circle,regular
111332014,highway,turning_circle,regular
111332189,highway,turning_circle,regular
111332561,highway,turning_circle,regular
111332669,highway,turning_circle,regular
111333422,highway,turning_circle,regular
111334967,highway,turning_circle,regular
111336098,highway,turning_circle,regular
111336779,highway,turning_circle,regular
111337058,highway,turning_circle,regular
111337977,highway,turning_circle,regular
111338496,highway,turning_circle,regular
111338933,highway,turning_circle,regular
111339122,highway,turning_circle,regular
111339340,highway,turning_circle,regular
111339554,highway,turning_circle,regular
111340935,highway,traffic_signals,regular
111340994,highway,turning_circle,regular
111341270,highway,turning_circle,regular
111341738,highway,turning_circle,regular
111341933,highway,turning_circle,regular
111342968,highway,turning_circle,regular
111343334,highway,turning_circle,regular
111343365,ele,151,regular
111343365,name,Lake Saint Louis,regular
111343365,landuse,reservoir,regular
111343365,created,10/24/1980,gnis
111343365,state_id,29,gnis
111343365,county_id,183,gnis
111343365,feature_id,756662,gnis
151321396,ele,186,regular
151321396,name,Godfrey,regular
151321396,is_in,"Madison,Illinois,Ill.,IL,USA",regular
151321396,place,town,regular
151321396,id,409107,gnis
151321396,gnis:Class,Populated Place,regular
151321396,population,17051,regular
151321396,gnis:County,Madison,regular
151321396,gnis:ST_num,17,regular
151321396,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151321396,gnis:ST_alpha,IL,regular
151321396,gnis:County_num,119,regular
151321396,population,17051;2006,census
151325351,ele,146,regular
151325351,name,Brentwood,regular
151325351,is_in,"St. Louis,Missouri,Mo.,MO,USA",regular
151325351,place,village,regular
151325351,id,755812,gnis
151325351,gnis:Class,Populated Place,regular
151325351,population,7292,regular
151325351,gnis:County,St. Louis,regular
151325351,gnis:ST_num,29,regular
151325351,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151325351,gnis:ST_alpha,MO,regular
151325351,gnis:County_num,189,regular
151325351,population,7292;2006,census
151329565,ele,157,regular
151329565,name,Saint Paul,regular
151329565,is_in,"St. Charles,Missouri,Mo.,MO,USA",regular
151329565,place,hamlet,regular
151329565,id,756669,gnis
151329565,gnis:Class,Populated Place,regular
151329565,gnis:County,St. Charles,regular
151329565,gnis:ST_num,29,regular
151329565,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151329565,gnis:ST_alpha,MO,regular
151329565,gnis:County_num,183,regular
151331191,ele,188,regular
151331191,name,Weldon Spring Heights,regular
151331191,is_in,"St. Charles,Missouri,Mo.,MO,USA",regular
151331191,place,hamlet,regular
151331191,id,756884,gnis
151331191,gnis:Class,Populated Place,regular
151331191,population,74,regular
151331191,gnis:County,St. Charles,regular
151331191,gnis:ST_num,29,regular
151331191,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151331191,gnis:ST_alpha,MO,regular
151331191,gnis:County_num,183,regular
151331191,population,74;2006,census
151334546,ele,126,regular
151334546,name,North Venice,regular
151334546,is_in,"Madison,Illinois,Ill.,IL,USA",regular
151334546,place,hamlet,regular
151334546,id,414686,gnis
151334546,gnis:Class,Populated Place,regular
151334546,gnis:County,Madison,regular
151334546,gnis:ST_num,17,regular
151334546,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151334546,gnis:ST_alpha,IL,regular
151334546,gnis:County_num,119,regular
151338010,ele,166,regular
151338010,name,Weldon,regular
151338010,is_in,"St. Charles,Missouri,Mo.,MO,USA",regular
151338010,place,hamlet,regular
151338010,id,756881,gnis
151338010,gnis:Class,Populated Place,regular
151338010,gnis:County,St. Charles,regular
151338010,gnis:ST_num,29,regular
151338010,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151338010,gnis:ST_alpha,MO,regular
151338010,gnis:County_num,183,regular
151342096,ele,128,regular
151342096,name,South Shore,regular
151342096,is_in,"St. Charles,Missouri,Mo.,MO,USA",regular
151342096,place,hamlet,regular
151342096,id,756742,gnis
151342096,gnis:Class,Populated Place,regular
151342096,gnis:County,St. Charles,regular
151342096,gnis:ST_num,29,regular
151342096,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151342096,gnis:ST_alpha,MO,regular
151342096,gnis:County_num,183,regular
151345823,ele,208,regular
151345823,name,Renault,regular
151345823,is_in,"Monroe,Illinois,Ill.,IL,USA",regular
151345823,place,hamlet,regular
151345823,id,416521,gnis
151345823,gnis:Class,Populated Place,regular
151345823,gnis:County,Monroe,regular
151345823,gnis:ST_num,17,regular
151345823,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151345823,gnis:ST_alpha,IL,regular
151345823,gnis:County_num,133,regular
151349399,ele,152,regular
151349399,is_in,"Lincoln,Missouri,Mo.,MO,USA",regular
151349399,place,hamlet,regular
151349399,id,717635,gnis
151349399,gnis:Class,Populated Place,regular
151349399,gnis:County,Lincoln,regular
151349399,gnis:ST_num,29,regular
151349399,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151349399,gnis:ST_alpha,MO,regular
151349399,gnis:County_num,113,regular
151350283,ele,125,regular
151350283,name,National City,regular
151350283,is_in,"St. Clair,Illinois,Ill.,IL,USA",regular
151350283,place,hamlet,regular
151350283,id,426441,gnis
151350283,gnis:Class,Populated Place,regular
151350283,gnis:County,St. Clair,regular
151350283,gnis:ST_num,17,regular
151350283,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151350283,gnis:ST_alpha,IL,regular
151350283,gnis:County_num,163,regular
151351898,ele,163,regular
151351898,name,Kendall Hill,regular
151351898,is_in,"Madison,Illinois,Ill.,IL,USA",regular
151351898,place,hamlet,regular
151351898,id,1812276,gnis
151351898,gnis:Class,Populated Place,regular
151351898,gnis:County,Madison,regular
151351898,gnis:ST_num,17,regular
151351898,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151351898,gnis:ST_alpha,IL,regular
151351898,gnis:County_num,119,regular
151355148,ele,120,regular
151355148,name,Prairie du Rocher,regular
151355148,is_in,"Randolph,Illinois,Ill.,IL,USA",regular
151355148,place,village,regular
151355148,id,416094,gnis
151355148,gnis:Class,Populated Place,regular
151355148,population,583,regular
151355148,gnis:County,Randolph,regular
151355148,gnis:ST_num,17,regular
151355148,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151355148,gnis:ST_alpha,IL,regular
151355148,gnis:County_num,157,regular
151355148,population,583;2006,census
151357826,ele,145,regular
151357826,name,Benton,regular
151357826,is_in,"St. Louis (city),Missouri,Mo.,MO,USA",regular
151357826,place,hamlet,regular
151357826,id,765631,gnis
151357826,gnis:Class,Populated Place,regular
151357826,gnis:County,St. Louis (city),regular
151357826,gnis:ST_num,29,regular
151357826,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151357826,gnis:ST_alpha,MO,regular
151357826,gnis:County_num,510,regular
151363980,ele,216,regular
151363980,name,Waterloo,regular
151363980,is_in,"Monroe,Illinois,Ill.,IL,USA",regular
151363980,place,town,regular
151363980,id,420634,gnis
151363980,gnis:Class,Populated Place,regular
151363980,population,9435,regular
151363980,gnis:County,Monroe,regular
151363980,gnis:ST_num,17,regular
151363980,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151363980,gnis:ST_alpha,IL,regular
151363980,gnis:County_num,133,regular
151363980,population,9435;2006,census
151364874,ele,141,regular
151364874,name,Bella Villa,regular
151364874,is_in,"St. Louis,Missouri,Mo.,MO,USA",regular
151364874,place,village,regular
151364874,id,755744,gnis
151364874,gnis:Class,Populated Place,regular
151364874,population,647,regular
151364874,gnis:County,St. Louis,regular
151364874,gnis:ST_num,29,regular
151364874,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151364874,gnis:ST_alpha,MO,regular
151364874,gnis:County_num,189,regular
151364874,population,647;2006,census
151369514,ele,131,regular
151369514,name,Oldenburg,regular
151369514,is_in,"Madison,Illinois,Ill.,IL,USA",regular
151369514,place,hamlet,regular
151369514,id,423040,gnis
151369514,gnis:Class,Populated Place,regular
151369514,gnis:County,Madison,regular
151369514,gnis:ST_num,17,regular
151369514,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151369514,gnis:ST_alpha,IL,regular
151369514,gnis:County_num,119,regular
151376548,ele,185,regular
151376548,name,Harvester,regular
151376548,is_in,"St. Charles,Missouri,Mo.,MO,USA",regular
151376548,place,hamlet,regular
151376548,id,756163,gnis
151376548,gnis:Class,Populated Place,regular
151376548,gnis:County,St. Charles,regular
151376548,gnis:ST_num,29,regular
151376548,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151376548,gnis:ST_alpha,MO,regular
151376548,gnis:County_num,183,regular
151381302,ele,160,regular
151381302,name,Bethalto,regular
151381302,is_in,"Madison,Illinois,Ill.,IL,USA",regular
151381302,place,village,regular
151381302,id,404239,gnis
151381302,gnis:Class,Populated Place,regular
151381302,population,9749,regular
151381302,gnis:County,Madison,regular
151381302,gnis:ST_num,17,regular
151381302,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151381302,gnis:ST_alpha,IL,regular
151381302,gnis:County_num,119,regular
151381302,population,9749;2006,census
151386500,ele,162,regular
151386500,name,Oasis,regular
151386500,is_in,"Lincoln,Missouri,Mo.,MO,USA",regular
151386500,place,hamlet,regular
151386500,id,735412,gnis
151386500,gnis:Class,Populated Place,regular
151386500,gnis:County,Lincoln,regular
151386500,gnis:ST_num,29,regular
151386500,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151386500,gnis:ST_alpha,MO,regular
151386500,gnis:County_num,113,regular
151393125,ele,138,regular
151393125,name,Caseyville,regular
151393125,is_in,"St. Clair,Illinois,Ill.,IL,USA",regular
151393125,place,village,regular
151393125,id,426296,gnis
151393125,gnis:Class,Populated Place,regular
151393125,population,4257,regular
151393125,gnis:County,St. Clair,regular
151393125,gnis:ST_num,17,regular
151393125,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151393125,gnis:ST_alpha,IL,regular
151393125,gnis:County_num,163,regular
151393125,population,4257;2006,census
151399854,ele,198,regular
151399854,name,Pasadena Hills,regular
151399854,is_in,"St. Louis,Missouri,Mo.,MO,USA",regular
151399854,place,village,regular
151399854,id,756506,gnis
151399854,gnis:Class,Populated Place,regular
151399854,population,1109,regular
151399854,gnis:County,St. Louis,regular
151399854,gnis:ST_num,29,regular
151399854,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151399854,gnis:ST_alpha,MO,regular
151399854,gnis:County_num,189,regular
151399854,population,1109;2006,census
151404341,ele,211,regular
151404341,name,Fieldon,regular
151404341,is_in,"Jersey,Illinois,Ill.,IL,USA",regular
151404341,place,village,regular
151404341,id,408359,gnis
151404341,gnis:Class,Populated Place,regular
151404341,population,272,regular
151404341,gnis:County,Jersey,regular
151404341,gnis:ST_num,17,regular
151404341,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151404341,gnis:ST_alpha,IL,regular
151404341,gnis:County_num,083,regular
151404341,population,272;2006,census
151406974,ele,227,regular
151406974,name,Melrose,regular
151406974,is_in,"St. Louis,Missouri,Mo.,MO,USA",regular
151406974,place,hamlet,regular
151406974,id,756375,gnis
151406974,gnis:Class,Populated Place,regular
151406974,gnis:County,St. Louis,regular
151406974,gnis:ST_num,29,regular
151406974,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151406974,gnis:ST_alpha,MO,regular
151406974,gnis:County_num,189,regular
151407360,ele,133,regular
151407360,name,Wood River,regular
151407360,is_in,"Madison,Illinois,Ill.,IL,USA",regular
151407360,place,town,regular
151407360,id,421410,gnis
151407360,gnis:Class,Populated Place,regular
151407360,population,10933,regular
151407360,gnis:County,Madison,regular
151407360,gnis:ST_num,17,regular
151407360,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151407360,gnis:ST_alpha,IL,regular
151407360,gnis:County_num,119,regular
151407360,population,10933;2006,census
151411212,ele,129,regular
151411212,name,Rosemont,regular
151411212,is_in,"St. Clair,Illinois,Ill.,IL,USA",regular
151411212,place,hamlet,regular
151411212,id,426491,gnis
151411212,gnis:Class,Populated Place,regular
151411212,gnis:County,St. Clair,regular
151411212,gnis:ST_num,17,regular
151411212,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151411212,gnis:ST_alpha,IL,regular
151411212,gnis:County_num,163,regular
151421937,ele,121,regular
151421937,name,Harrisonville,regular
151421937,is_in,"Monroe,Illinois,Ill.,IL,USA",regular
151421937,place,hamlet,regular
151421937,id,409867,gnis
151421937,gnis:Class,Populated Place,regular
151421937,gnis:County,Monroe,regular
151421937,gnis:ST_num,17,regular
151421937,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151421937,gnis:ST_alpha,IL,regular
151421937,gnis:County_num,133,regular
151426402,ele,140,regular
151426402,name,Musicks Ferry,regular
151426402,is_in,"St. Louis,Missouri,Mo.,MO,USA",regular
151426402,place,hamlet,regular
151426402,id,756438,gnis
151426402,gnis:Class,Populated Place,regular
151426402,gnis:County,St. Louis,regular
151426402,gnis:ST_num,29,regular
151426402,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151426402,gnis:ST_alpha,MO,regular
151426402,gnis:County_num,189,regular
151431026,ele,194,regular
151431026,name,Shipman,regular
151431026,is_in,"Macoupin,Illinois,Ill.,IL,USA",regular
151431026,place,village,regular
151431026,id,418433,gnis
151431026,gnis:Class,Populated Place,regular
151431026,population,648,regular
151431026,gnis:County,Macoupin,regular
151431026,gnis:ST_num,17,regular
151431026,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151431026,gnis:ST_alpha,IL,regular
151431026,gnis:County_num,117,regular
151431026,population,648;2006,census
151442310,ele,135,regular
151442310,name,Wanda,regular
151442310,is_in,"Madison,Illinois,Ill.,IL,USA",regular
151442310,place,hamlet,regular
151442310,id,420506,gnis
151442310,gnis:Class,Populated Place,regular
151442310,gnis:County,Madison,regular
151442310,gnis:ST_num,17,regular
151442310,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151442310,gnis:ST_alpha,IL,regular
151442310,gnis:County_num,119,regular
151444453,ele,217,regular
151444453,name,Mechanicsville,regular
151444453,is_in,"St. Charles,Missouri,Mo.,MO,USA",regular
151444453,place,hamlet,regular
151444453,id,758119,gnis
151444453,gnis:Class,Populated Place,regular
151444453,gnis:County,St. Charles,regular
151444453,gnis:ST_num,29,regular
151444453,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151444453,gnis:ST_alpha,MO,regular
151444453,gnis:County_num,183,regular
151452365,ele,159,regular
151452365,name,Morse Mill,regular
151452365,is_in,"Jefferson,Missouri,Mo.,MO,USA",regular
151452365,place,hamlet,regular
151452365,id,736327,gnis
151452365,gnis:Class,Populated Place,regular
151452365,gnis:County,Jefferson,regular
151452365,gnis:ST_num,29,regular
151452365,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151452365,gnis:ST_alpha,MO,regular
151452365,gnis:County_num,099,regular
151456713,ele,202,regular
151456713,name,Brighton,regular
151456713,is_in,"Macoupin,Illinois,Ill.,IL,USA",regular
151456713,place,village,regular
151456713,id,404869,gnis
